hour,kind,name,from_w,to_w,loading_percent,p_from_mw
h_23,line,69 kV Nagua 2 – Nagua,WNAGUF,WNAG2F,36.91220519172372,-26.357559741804774
h_23,line,69 kV Bonao 2 – Pinalito,WPINAF,WBO21F,33.11971674996549,24.02595614121997
h_23,line,69 kV Bonao 2 – Hatillo_a,WBO21F,WXB21F,60.32011877568766,47.39533456880143
h_23,line,69 kV Bonao 2 – Hatillo_b,WXB21F,WXLCBF,60.32385393686535,47.08778943393913
h_23,line,69 kV Bonao 2 – Río Blanco,WRBLAF,WBO21F,20.486850727117954,11.900004774989181
h_23,line,69 kV Bonao 2 – ZF Dos Ríos,WDRIOF,WBO21F,25.945295059347895,-40.32657925852549
h_23,line,69 kV Canabacoa – Cementos Cibao_a,WCANAF,WXTROF,47.880161711202796,15.041479716552306
h_23,line,69 kV Canabacoa – Cementos Cibao_b,WXTROF,WXPICF,42.56649302014647,13.368808795216177
h_23,line,69 kV Canabacoa – Unión Médica_a,WXPVOF,WXHMSF,70.89693406880426,28.674888471298882
h_23,line,69 kV Canabacoa – La Vega Generadora_a,WXCTAF,WCANAF,74.34335741548207,-51.992924333116186
h_23,line,69 kV Navarrete – ZF Santiago_e,WZSA1F,WXZPIF,60.17779960778442,45.28163172045576
h_23,line,69 kV Bonao 2 – Hatillo_f,WHATIF,WXLLAF,31.448333427350196,-22.7721210306422
h_23,line,69 kV Derivación Arroz Bisonó,WABISF,WXABIF,1.4571164464192967,-0.5434999999993961
h_23,line,69 kV Derivación CORMIDOM,WXCORF,WXCO2F,14.655541114550916,6.306862590308309
h_23,line,69 kV Derivación Brazo Derecho,WXBDEF,WBDERF,4.100481638471134,-0.9746598502810504
h_23,line,69 kV Derivación INDAL,WIDALF,WXIDAF,0.8817381630366574,-0.6340066680035642
h_23,line,69 kV Imbert 2 – Luperón,WIMB2F,WLUPEF,10.094039232429909,7.271638193265355
h_23,line,69 kV Puerto Plata – Puerto Plata 2,WPPLAF,WPP21F,93.60753660161679,-72.5611982675558
h_23,line,69 kV Derivación Fantino_c,WXRNUF,WFANTF,8.23033705097107,6.20049421745644
h_23,line,69 kV CZFI Santiago – SAJOMA_e,WXFOCF,WXACIF,16.51296889487249,12.740636086390145
h_23,line,69 kV Derivación Troquelados Dominicanos,WXTROF,WTROQF,5.419522688209465,1.6609952225079665
h_23,line,69 kV Canabacoa – Cementos Cibao_c,WXPICF,WCCIBF,26.77268962207403,12.032435240209958
h_23,line,69 kV Imbert 2 – Navarrete_e,WXNA2F,WXNAVF,15.154220389384104,-5.091649417454544
h_23,line,69 kV La Vega – SFM_d,WXCENF,WSFMAF,10.737319755262732,-1.972524913515232
h_23,line,69 kV SFM – El Chivo_a,WXECHF,WSFMAF,70.5648884871685,-49.71131419446071
h_23,line,69 kV  Derivación Ferretería Ochoa,WFOCHF,WXFOCF,0.17949940779353887,-0.07137789486660936
h_23,line,69 kV Derivación ZF La Vega,WZLVEF,WXZLVF,8.160175097662798,-3.650056066861033
h_23,line,69 kV ZF Dos Ríos – Bonao PER_c,WBPERF,WXBONF,69.93800604930787,-29.562691398870506
h_23,line,69 kV Navarrete – ZF Santiago_a,WNAVAF,WXOLVF,43.72454030947897,-27.92050394686525
h_23,line,69 kV Playa Dorada – Puerto Plata_b,WPPLAF,WXPPEF,62.34077324213001,48.792433697929646
h_23,line,69 kV Playa Dorada – Puerto Plata_a,WXPPEF,WPDORF,52.15822390225018,40.4344293128232
h_23,line,69 kV Derivación Baltimore Domincana_b,WBALDF,WXEANF,3.2675894085225954,-1.4074583986929146
h_23,line,69 kV Derivación Art Piel Favoritos,WAPFAF,WXOC2F,0.15491584078509227,-0.05406923199996582
h_23,line,69 kV CZFI Santiago – SAJOMA_c,WXOC2F,WXAPFF,29.091779280371117,-12.885626077982415
h_23,line,69 kV Derivación Baltimore Domincana_a,WXAPFF,WXEANF,4.258026183339748,1.8181769521824431
h_23,line,69 kV Canabacoa – Unión Médica_b,WXVOLF,WXHMSF,67.86943784714093,-27.110087086646107
h_23,line,69 kV Navarrete – ZF Santiago_d,WXZPIF,WXEBQF,59.08319529915305,44.238587996755605
h_23,line,69 kV La Vega – La Vega Generadora_a,WXINDF,WLVEGF,70.88403167306097,55.28670203003032
h_23,line,69 kV La Vega – La Vega Generadora_b,WXINDF,WGVEGF,71.93573797077114,-56.12114203002939
h_23,line,69 kV Imbert 2 – Puerto Plata 2_a,WIMB2F,WXIM2F,31.50828269358038,-22.421548050726013
h_23,line,69 kV Imbert 2 – Navarrete_c,WXIMBF,WXNAVF,9.487285730796474,5.122631529194207
h_23,line,69 kV Hatillo – Pimentel_d,WXCOTF,WHATIF,39.9970681913195,-30.196283357831454
h_23,line,69 kV Hatillo – Pimentel_c,WXTC2F,WPIMEF,3.116545432004848,-0.21486162505491221
h_23,line,69 kV Bonao 2 – FALCONDO,WFALCF,WBO21F,0.060212617711449236,-3.140648278549251e-13
h_23,line,69 kV Derivación Fantino_b,WXRICF,WXRNUF,35.71189699683857,14.586350150177383
h_23,line,69 kV Imbert 2 – Navarrete_a,WXIM3F,WIMB2F,21.597060925871826,-15.148045158632199
h_23,line,69 kV Imbert 2 – Navarrete_b,WXIM3F,WXIMBF,25.211649760117794,15.148045158641718
h_23,line,69 kV Sosúa 2 – Sabaneta de Yásica_b,WXSO2F,WXASOF,47.96092013643724,35.791517706960164
h_23,line,69 kV Playa Dorada – Sosúa 2_c,WXSO1F,WSOS2F,48.02856386088291,35.80567649293828
h_23,line,69 kV Sosúa 2 – Sabaneta de Yásica_a,WSOS2F,WXSO2F,47.95363500602431,35.798586048342564
h_23,line,69 kV Derivación La Cumbre Bonao_b,WXRARF,WLCBOF,3.6800093835677545,1.4527525063612141
h_23,line,69 kV Derivación Plaza Santiago Center_a,WUMEDF,WPSCEF,0.5324772927187743,0.37256163061117553
h_23,line,69 kV Bonao 2 – La Vega_b,WXRINF,WXLMAF,42.23070287139677,-32.23373544894231
h_23,line,69 kV Bonao 2 – La Vega_a,WBO21F,WXLMAF,39.673586664025635,31.118315626780653
h_23,line,69 kV Derivación Rancho Arriba,WRARRF,WXRARF,3.8970131156557093,-1.636093095999816
h_23,trafo,69/20 kV Transformador Monte Plata Solar,WMPSOF,WMPSOK,1.3343220141622409e-13,-2.8644865188903914e-14
h_23,trafo,69/13.8 kV Transformador Palamara Grupo3,WGPALF,WPAL3K,12.242266618313309,0.18876600774943242
h_23,trafo,69/13.8 kV Transformador Palamara Grupo2,WGPALF,WPAL2K,22.146072394465907,0.5526228721994877
h_23,trafo,69/13.8 kV Transformador Palamara Grupo1,WGPALF,WPAL1K,12.478273595165511,1.0829656225658253
h_23,trafo,69/12.5 kV INCA km 22 T2,WINCAF,WINCAK,41.08350482869279,4.623264634054937
h_23,trafo,66/13.8 kV Transformador EDM3,WEMA3F,WEM32K,1.851727142847234,0.7167767091350297
h_23,trafo,69/34.5 kV Transformador Mata de Palma,WMPALF,WMPALK,0.0,0.0
h_23,trafo,69/34.5 kV Transformador Martí,WMARTF,WMARTK,0.0,0.0
h_23,trafo,69/13.8 kV Transformador Maranatha,WMARAF,WMARAK,0.0,0.0
h_23,trafo,69/12.5 kV INCA km 22 T1,WINCAF,WINCAK,46.16078767822195,2.5528464743942836
h_23,trafo,345/138 kV Transformador 1 Julio Sauri,WJSA1D,WJSA1E,31.587061443150105,183.0336788123644
h_23,trafo,345/138 kV Transformador 2 Julio Sauri,WJSA1D,WJSA1E,31.587061443150105,183.0336788123644
h_23,trafo,345/138 kV Transformador 2 El Naranjo,WNAR3D,WNAR1E,44.01203518727821,194.87634696887227
h_23,trafo,345/138 kV Transformador 1 El Naranjo,WNAR3D,WNAR1E,44.01203518727821,194.87634696887227
h_23,trafo,230/13.8 kV Transformador Quisqueya 2 G1,WQU21D,WQU21K,3.599621773947967,1.0127289662400734
h_23,trafo,230/13.8 kV Transformador Quisqueya 2 G2,WQU21D,WQU22K,3.599621773947967,1.0127289662400734
h_23,trafo,230/13.8 kV Transformador Quisqueya 2 G3,WQU21D,WQU23K,3.488985129260901,0.6655012130862475
h_23,trafo,230/13.8 kV Transformador Q1 San Pedro,WQU21D,WQ1SPK,3.5879492548536693,0.9757820942900419
h_23,trafo,230/13.8 kV Transformador Quisqueya 1 G2,WQU21D,WQU12K,3.599621773947967,1.0127289662400734
h_23,trafo,230/13.8 kV Transformador Quisqueya 1 G3,WQU21D,WQU13K,3.5861139962925304,1.1384118169341388
h_23,trafo,230/34.5 kV Transformador 1 PVDC,WPVDCD,WPVD1K,6.770027875144185,0.00297329820411056
h_23,trafo,230/34.5 kV Transformador 2 PVDC,WPVDCD,WPVD2K,6.770027875144185,0.00297329820411056
h_23,trafo,345/22 kV Transformador Punta Catalina 1,WPCA1D,WPCA1K,54.978444022913195,-229.53510719519826
h_23,trafo,345/22 kV Transformador Punta Catalina 2,WPCA1D,WPCA2K,77.7739025962911,-333.27186486503143
h_23,trafo,345/230 kV Transformador 2 Bonao 3,WBO31D,WXBO2D,56.9388056848516,171.1292742096013
h_23,trafo,230/138 kV Transformador 2 Bonao 3,WXBO2D,WBO31E,15.025946107329476,27.962565361251674
h_23,trafo,345/138 kV Transformador 1 Guerra,WGUE2D,WGUERE,9.347286581035789,5.947111998132482
h_23,trafo,345/138 kV Transformador 2 Guerra,WGUE2D,WGUERE,9.347286581035789,5.947111998132482
h_23,trafo,138/13.8 kV Transformador Sultana Este 1,WSESTE,WSES1K,1.7147990922394287,0.0001470267925092905
h_23,trafo,138/69 kV Transformador La Romana,WLROME,WLROMF,87.69632450039428,83.77217488886862
h_23,trafo,138/13.8 kV Transformador CESPM 3,WSP2CE,WCES3K,12.260793504346278,2.267758814027021
h_23,trafo,138/13.8 kV Transformador CESPM 2,WSP2CE,WCES2K,15.386988276885349,2.275171399779596
h_23,trafo,138/13.8 kV Transformador CESPM 1,WSP2CE,WCES1K,15.386988276885349,2.275171399779596
h_23,trafo,138/13.8 kV Transformador ENERGAS 4 TG,WSP2CE,WXEN4K,15.724845363322324,0.9412683052052945
h_23,trafo,138/13.8 kV Transformador ENERGAS 4 TV,WSP2CE,WXEV4K,18.215923567993826,0.03581953779015478
h_23,trafo,138/13.8 kV Transformador CEMEX,WCEMEE,WCEMEK,33.56512593850531,13.406436731346268
h_23,trafo,138/13.8 kV Trafo 2 CEMEX 40 MVA,WCEMEE,WCEMEK,25.320723694029063,10.120136459847078
h_23,trafo,138/34.5 kV Transformador PF Cumayasa 1,WCUMAE,WXCU1K,0.48329976287797294,0.03270393224501889
h_23,trafo,138/34.5 kV Transformador PF Cumayasa 2,WCUMAE,WXCU2K,0.48329976287797294,0.03270393224501889
h_23,trafo,138/34.5 kV Transformador PF Cumayasa 4,WCUMAE,WXCU4K,0.48329976287797294,0.03270393224501889
h_23,trafo,138/12.47 kV Transformador Los Orígenes,WLORIE,WLORIK,28.158373720673875,0.12182315772991323
h_23,trafo,138/13.8 kV Transformador SP Bio-Energy,WSPBEE,WSPB1K,38.62785380814643,0.8906706947077057
h_23,trafo,138/69 kV Transformador SPM,WSPMAE,WSPM1F,66.1188162043017,80.7278918210556
h_23,trafo,138/69 kV Transformador Hato Mayor 2,WHMA2E,WHMA2F,36.139241945157735,25.815135128235582
h_23,trafo,138/34.5 kV Transformador PS El Soco,WESOCE,WXESOK,0.0,0.0
h_23,trafo,138/34.5 kV Cotoperí T1,WCOTAE,WCSO1K,0.0,0.0
h_23,trafo,138/34.5 kV Cotoperí T2,WCOTAE,WCSO2K,0.0,0.0
h_23,trafo,138/34.5 kV Cotoperí T3,WCOTAE,WCSO3K,0.0,0.0
h_23,trafo,138/34.5 kV Transformador PF Coastal T1,WCOAPE,WCOA1K,0.055157222189668606,0.029744130657735644
h_23,trafo,138/34.5 kV Transformador PF Coastal T2,WCOAPE,WCOA2K,0.055157222189668606,0.029744130657735644
h_23,trafo,138/69 kV Transformador ZF Santiago,WZSA1E,WZSA1F,49.805671634528395,68.10218697703476
h_23,trafo,138/69 kV Transformador Bonao 2,WBO21E,WBO21F,60.383172296443874,83.60622326719671
h_23,trafo,13.8/4.16 kV Transformador CE Monción,WZMONK,WCEMOK,44.450888507607075,-1.7770310455912006
h_23,trafo,138/13.8 kV Transformador Monción 2,WMONCE,WMONCK,18.032497829100613,-0.4483946906028085
h_23,trafo,138/13.8 kV Transformador Monción 1,WMONCE,WMONCK,18.032497829100613,-0.4483946906028085
h_23,trafo,13.8/4.16 kV Transformador Zona Monción,WMONCK,WZMONK,30.395006518053723,-1.5161142007236703
h_23,trafo,138/13.8 kV Trafo Pimentel Grupo 3,WPIM1E,WPIM3K,12.01288561748909,0.4566178301302632
h_23,trafo,138/13.8 kV Trafo Pimentel Grupo 2,WPIM1E,WPIM2K,13.170844393048837,0.3229215667855349
h_23,trafo,138/13.8 kV Trafo Pimentel Grupo 1,WPIM1E,WPIM1K,13.163698472189852,0.2638056925384487
h_23,trafo,138/69 kV Transformador 2 Canabacoa,WCAN1E,WCANAF,72.22984645165702,97.57059451193473
h_23,trafo,138/69 kV Transformador Canabacoa,WCAN1E,WXPVOF,15.119891155808633,28.681106693106788
h_23,trafo,138/69 kV Trafo Puerto Plata 2,WPP21E,WPP21F,69.72585391121372,95.89205185567468
h_23,trafo,138/69 kV Transformador Nagua 2,WNAG2E,WNAG2F,52.86588603267276,34.792815114985075
h_23,trafo,138/13.8 Transformador López Angostura,WLANGE,WLANGK,18.683896766896762,0.062361099747059175
h_23,trafo,12.47/0.44 kV Transfomador 1 Baiguaque,WBAI2K,WBAI1K,33.50916157228866,0.000898291140768592
h_23,trafo,34.5/12.47 kV Trafo Jánico,WJANIK,WBAI2K,8.813364317681003,-0.2988298449921842
h_23,trafo,138/13.8 kV Transformador Tavera 2,WTAV2E,WTAV2K,14.58318019013106,0.6840209141240471
h_23,trafo,138/13.8 kV Transformador Tavera 1,WTAV2E,WTAV1K,71.02633298696908,-44.999105196688646
h_23,trafo,138/34.5 kV Transformador PF SAJOMA,WSAJ1E,WXPFSK,0.0,0.0
h_23,trafo,138/20 kV Trafo Monte Cristi Solar G1,WGUAYE,WPFM1K,0.0,0.0
h_23,trafo,138/20 kV Trafo Monte Cristi Solar G2,WGUAYE,WPFM1K,0.0,0.0
h_23,trafo,138/34.5 kV Transformador Agua Clara,WACLAE,WACLAK,1.6409136170607215,0.051655909898263845
h_23,trafo,138/34.5 kV Transformador Guanillo,WGNLLE,WGNLLK,1.4929218609673096,0.05141867101280728
h_23,trafo,138/69 kV Transformador SFM,WSFM1E,WSFMAF,56.82091996856009,75.74648396180477
h_23,trafo,138/34.5 kV Trafo Los Guzmancito,WLGUZE,WLGUZK,0.023157762462637187,0.014777573731215589
h_23,trafo,138/34.5 kV Trafo 2 Guzmancito,WLGUZE,WLGU2K,0.0,0.0
h_23,trafo,138/34.5 kV Transformador MATRISOL,WMAT1E,WXMATK,0.0,0.0
h_23,trafo,138/34.5 kV Transformador PS Esperanza,WESP1E,WXPS1K,0.0,0.0
h_23,trafo,138/13.8 kV Pimentel 4 T1,WPIM1E,WXPI4K,12.080884063671625,0.6227654956482702
h_23,trafo,138/34.5 kV Tavera T1,WTAV2E,WTAVEK,49.93342467188405,6.603281265205061
h_23,trafo,69/6.9 kV Transformador Los Toros,WLTORF,WLTO1K,32.988378640404825,-3.2988573552013754
h_23,trafo,69/13.8 kV Transformador Sabana Yegua,WSYEGF,WSYEGK,9.710819568338971,0.0028297549134685134
h_23,trafo,69/12.5 kV Transformador Sabaneta,WSABAF,WSABAK,7.544783182826201,1.1013547644692163
h_23,trafo,69/22 kV Transformador Magueyal,WMAGUF,WMAGUK,14.017168845172378,0.000392962044855261
h_23,trafo,69/12.5 kV Transformador Las Damas,WLDAMF,WLDAMK,54.50205309697367,3.1149522132547633
h_23,trafo,12.47/4.16 kV Trafo Domingo Rodríguez,WDRODK,WDRODL,6.639669765749409,1.790785443178054e-05
h_23,trafo,69/12.47 kV Trafo Domingo Rodríguez,WDRODF,WDRODK,9.295537672048932,0.00023392540595969363
h_23,trafo,69/34.5 kV Transformador Canoa Solar,WSCANF,WSCANK,0.0,0.0
h_23,trafo,69/12.47 kV Nizao-Najayo T1,WXYAGF,WXNNAK,58.047585084143485,9.865631079466288
h_23,trafo,69/12.47 kV Pizarrete Distribución T1,WPIZDF,WXLANK,60.063527363985756,8.327152442867636
h_23,trafo,69/34.5 kV PF Lucila T1,WLUCIF,WXLUCK,0.2283730506493123,0.011190076085941861
h_23,trafo,138/69 kV Transformador km 15 de Azua,WKQA1E,WKQA1F,37.43609731311243,32.50688860381413
h_23,trafo,138/13.8 kV Transformador Haina TG,WHAINE,WHAIGK,14.351352062729609,0.0060243679737940065
h_23,trafo,138/69 kV Transformador Haina,WHAINE,WHAINF,41.10704377509243,56.81596835732785
h_23,trafo,138/13.8 kV Transformador Valdesia 2,WVALBE,WVAL2K,0.1285396081599911,2.483311824138486e-07
h_23,trafo,138/13.8 kV Transformador Valdesia 1,WVALBE,WVAL1K,0.12853878965054397,2.478323525281078e-07
h_23,trafo,138/13.8 kV Transformador Las Barias,WVALBE,WLBARK,6.654059412250198,0.33260566445370415
h_23,trafo,138/13.8 kV Transformado Barahona Carbón,WBCA1E,WBCARK,48.714454842211744,-46.10954247146466
h_23,trafo,138/69 kV Transformador Barahona Carbón,WBCA1E,WXBARF,60.90194737140452,23.089094971661652
h_23,trafo,138/13.8 kV Transformador Jigüey 2,WJIGBE,WJIG2K,3.7283716715734987,1.0717127702340268
h_23,trafo,138/13.8 kV Transformador Jigüey 1,WJIGBE,WJIG1K,3.6837363868134174,1.0052056567220622
h_23,trafo,138/13.8 kV Transformador Aguacate 2,WAGUBE,WAGU2K,2.198673118535714,0.39905874642524675
h_23,trafo,138/13.8 kV Transformador Aguacate 1,WAGUBE,WAGU1K,2.160347288917701,0.36950138329998417
h_23,trafo,138/13.8 kV Transformador Monte Río G3,WMRI2E,WMRI3K,6.294555862675477,0.658987926215809
h_23,trafo,138/13.8 kV Transformador Monte Río G2,WMRI2E,WMRI2K,0.0,0.0
h_23,trafo,138/13.8 kV Transformador Monte Río G1,WMRI2E,WMRI1K,6.3225943695900675,0.7624431807453852
h_23,trafo,138/13.8 kV Transformador Itabo 1,WITA1E,WITA1K,10.126022544357523,7.7889185311738025
h_23,trafo,138/13.8 kV Transformador Itabo 2,WITA1E,WITA2K,7.662351037482826,0.006208753831647395
h_23,trafo,138/13.8 kV Transformador San Lorenzo,WITAGE,WSLORK,7.738603719047337,0.0009581758274024658
h_23,trafo,138/34.5 kV Transformador 1 Los Cocos,WLCOCE,WLCO1K,0.07542078889900672,0.03333253810567905
h_23,trafo,138/34.5 kV Transformador 2 Los Cocos,WLCOCE,WLCO1K,0.07542078889900672,0.03333253810567905
h_23,trafo,138/34.5 kV Transformador 3 Los Cocos,WLCOCE,WLCO1K,0.05810911717376448,0.025612075021020475
h_23,trafo,138/34.5 kV Transformador 4 Los Cocos,WLCOCE,WLCO1K,0.07542078889900672,0.03333253810567905
h_23,trafo,138/13.8 kV Transformador Palomino 1,WPLM1E,WPLM1K,3.933732942993561,0.29592248162769086
h_23,trafo,138/13.8 kV Transformador Palomino 2,WPLM1E,WPLM2K,4.045532505425877,0.5176071996269632
h_23,trafo,154/11 kV Transformador 1 Powership Azua,WPAK2E,WXPA1K,6.364774728810104,0.8066427074960473
h_23,trafo,154/11 kV Transformador 2 Powership Azua,WPAK2E,WXPA2K,6.349131661722226,0.7475262416251574
h_23,trafo,154/15 kV Transformador 1 Powership Azua,WPAK2E,WXPA3K,6.721714737323039,1.141390730986695
h_23,trafo,138/4.16 kV Transformador 1 Palenque,WPALEE,WPAQ1K,43.971472789537685,10.279002356287908
h_23,trafo,138/4.16 kV Transformador 2 Palenque,WPALEE,WPAQ1K,43.971472789537685,10.279002356287908
h_23,trafo,138/69 kV Transformado Cruce de Cabral 2,WCC21E,WCCA2F,60.50591894611424,45.27373333636964
h_23,trafo,138/69 kV Transformador San Juan 2,WSJU2E,WSJU2F,40.8203496372178,29.54164418681143
h_23,trafo,138/69 kV Transformador 1 Pizarrete,WPIZAE,WXPZ1F,65.54832891635752,97.89052507031467
h_23,trafo,138/34.5 kV Transformador Matafongo,WMTFNE,WMTFNK,29.06627230797162,0.013475326792263454
h_23,trafo,138/34.5 kV Transformador Bayasol,WBAYAE,WBAYAK,0.29181109350741546,0.05177977160438032
h_23,trafo,138/34.5 kV Transformador 1 Girasol,WGIRAE,WGIRAK,6.737147099408011,0.0017020931639782101
h_23,trafo,138/34.5 kV Transformador 2 Girasol,WGIRAE,WGIRAK,6.737147099408011,0.0017020931639782101
h_23,trafo,138/34.5 kV Transformador Santanasol,WSANAE,WSANTK,0.0,0.0
h_23,trafo,138/34.5 kV Transformador PF Calabaza 1,WCALAE,WXCA1K,0.0,0.0
h_23,trafo,138/34.5 kV Transformador Peravia Solar,WPERAE,WPES1K,0.0,0.0
h_23,trafo,138/34.5 kV Transformador Peravia Sola2,WPERAE,WPES2K,0.0,0.0
h_23,trafo,138/69 kV S/E Móvil ETED,WMETEE,WMETEF,67.02011673195727,52.683228634060086
h_23,trafo,154/11 kV Powership Azua KPS56 T1,WPAK2E,WXPA4K,7.366548396648087,0.9627116652760519
h_23,trafo,138/69 kV Transformador Arroyo Hondo,WAHO1E,WAHONF,39.92990363455226,77.99735795771889
h_23,trafo,138/69 kV Transformador Herrera,WHERRE,WXHE1F,64.85819198789179,42.31069906361542
h_23,trafo,138/69 kV Transformador Dajao,WDJAOE,WDJAOF,86.07759884039983,103.54904304471357
h_23,trafo,138/69 kV Transformador Boca Chica,WBCHIE,WBCHIF,92.79332373971961,68.0389659404888
h_23,trafo,138/69 kV Transformador Hainamosa,WHNS1E,WHNS1F,51.32877054771041,72.01750176812594
h_23,trafo,138/69 kV Transformador Villa Duarte,WVDU2E,WVDU1F,24.794051314211885,14.720632992111915
h_23,trafo,138/13.8 kV Transformador Los Mina 6,WLMI6E,WLMI6K,11.757375261699869,0.004043399132254833
h_23,trafo,138/13.8 kV Transformador AES Andrés TV,WAANDE,WAANVK,0.0871060090507866,4.16549686408435e-07
h_23,trafo,138/19 kV Transformador AES Andrés TG,WAANDE,WAANGK,0.12716149015348135,2.136054184191513e-06
h_23,trafo,138/4.16 kV BESS AES Andrés T1,WAANDE,WXBAAK,0.0,0.0
h_23,trafo,138/13.2 kV Transformador METALDOM,WMETAE,WMETAK,5.920941272867901,2.1010517263639725
h_23,trafo,138/69 kV Transformador Timbeque 2,WTI21E,WTI22F,27.388087359317858,3.9906634268371994
h_23,trafo,138/13.8 kV Transformador Los Mina 5,WLMI5E,WLMI5K,10.834849913379148,0.0034337735687935416
h_23,trafo,138/69 kV Transformador 1 Palamara,WPAL1E,WPALBF,37.56341867002775,51.877700823387684
h_23,trafo,138/69 kV Transformador 2 Palamara,WPAL1E,WGPALF,46.278986365357625,90.4107705413399
h_23,trafo,138/13.8 kV Transformador EDM2,WXED2E,WEM22K,14.326898843089438,1.8330336772788958
h_23,trafo,138/34.5 kV Transformador WCSP 2,WMP2AE,WXWC2K,0.0,0.0
h_23,trafo,138/34.5 kV Transformador WCSP 3,WMP2AE,WXWC3K,0.0,0.0
h_23,trafo,138/13.8 kV Transformador Los Mina 7,WLMI7E,WLMI7K,11.388206011809595,0.06287560129874001
h_23,trafo,138/69 kV Transformador Metropolitano 2,WMETRE,WXCODF,13.13891110587224,16.120263204169426
h_23,trafo,138/34.5 kV Transformador La Victoria,WLVICE,WLVICK,0.0,0.0
h_23,trafo,138/34.5 kV Transformador Mirasol,WMIR1E,WMIRAK,0.0,0.0
h_23,trafo,138/13.8 kV Trafo SIBA Grupo 1,WSIBAE,WXSI1K,7.225134401717165,0.041645839897545354
h_23,trafo,138/13.8 kV Trafo SIBA Grupo 2,WSIBAE,WXSI2K,7.354258628338554,0.5441038158407084
h_23,trafo,138/13.8 kV Trafo SIBA Grupo 3,WSIBAE,WXSI3K,7.224330354614171,0.02686813660614883
h_23,trafo,138/13.8 kV Trafo SIBA Grupo 4,WSIBAE,WXSI4K,7.354258628338554,0.5441038158407084
h_23,trafo,138/13.8 kV Trafo SIBA Grupo 5,WSIBAE,WXSI5K,8.079407666899248,0.5546538543728787
h_23,trafo,138/13.8 kV Trafo SIBA Grupo 6,WSIBAE,WXSI6K,5.655960585353777,0.7767173063538705
h_23,trafo,138/4.16 kV SA Parque Energ. Los Mina,WLMI6E,WXSALMK,16.646969786460204,2.987385540240626
h_23,trafo,69/13.8 kV Transformador Pinalito 2,WPINAF,WPIN2K,19.43662317135577,0.3680767846924237
h_23,trafo,69/13.8 kV Transformador Pinalito 1,WPINAF,WPIN1K,19.340257077805294,0.005967074088891359
h_23,trafo,69/13.8 kV Transformador Río Blanco 2,WRBLAF,WRBLCK,36.567919089756444,0.10999761250605178
h_23,trafo,69/13.8 kV Transformador Río Blanco 1,WRBLAF,WRBLCK,36.567919089756444,0.10999761250605178
h_23,trafo,69/12.5 kV Transformador Rincón,WRINCF,WRINCK,23.74508813351446,0.006713514436776202
h_23,trafo,69/4.16 kV Transformador Rosa Julia Cruz,WNAGUF,WRJCRK,131.6634249009294,0.008667628857469648
h_23,trafo,69/12.5 kV Transformador El Salto,WCONSF,WESALK,0.883402136259529,5.462795315840449e-06
h_23,trafo,69/13.8 kV Transformador La Vega Grupo 1,WGVEGF,WLVE2K,9.553574407982577,1.4624041317192382
h_23,trafo,69/13.8 kV Transformador La Vega Grupo 2,WGVEGF,WLVE2K,9.638495196607211,1.4723919641231575
h_23,trafo,69/12.5 kV Transformador Aniana Vargas,WBPERF,WAVA1K,21.962563999652897,0.00019294168983695226
h_23,trafo,69/12.5 kV Transformador Jimenoa,WXJIMF,WJIMEK,20.56130204083667,0.091625998668715
h_23,trafo,69/12.5 kV Transformador Hatillo 1,WHATIF,WHATIK,38.94360510918338,0.1250286238068293
h_23,trafo,69/12.5 kV Transformador Hatillo 2,WHATIF,WHAT2K,32.29069768657128,0.04368179358740061
h_23,trafo,69/13.8 kV Transformador Brazo Derecho,WBDERF,WBDERK,77.1159853399085,0.024975188911868496
h_23,trafo,138/69 kV Trafo Playa Dorada,,WPDORF,0.0,0.0
h_24,line,69 kV La Romana – Rancho Peligro_b,WXBLEF,WXGYMF,38.89511825539377,11.21907812567019
h_24,line,69 kV La Romana – Rancho Peligro_a,WLROMF,WXBLEF,30.65123693009441,11.451351182467867
h_24,line,69 kV Derivación Batey Lechuga,WXBLEF,WBLECF,0.17527208385501844,0.029990148692218214
h_24,line,69 kV La Romana – La Romana Pueblo_a,WLROMF,WLRPUF,95.29190440499909,41.26475876964939
h_24,line,69 kV Buena Vista – Higüey_c,WXBENF,WHIGUF,36.906466777960546,10.02828378189943
h_24,line,69 kV Hato Mayor 2 – SPM_b,WXHMAF,WXCSUF,11.139916964917154,7.850267260018675
h_24,line,69 kV Hato Mayor 2 – SPM_a,WXHMAF,WHMA2F,35.70866329204606,-25.077071470017327
h_24,line,69 kV SPM – ZF SPM Chentec_d,WXZSPF,WXSPAF,32.264923058628554,24.963025377793137
h_24,line,69 kV La Romana – Rancho Peligro_c,WXGYMF,WRPELF,10.13817448750665,2.799408128195631
h_24,line,69 kV SPM – ZF SPM Chentec_e,WXSPAF,WZSPCF,0.87424680505631,0.46579457889139786
h_24,line,69 kV Derivación San Pedro TG_a,WXSPMF,WSPEGF,0.009124564498137111,8.271594068051862e-11
h_24,line,69 kV SPM – ZF SPM Chentec_b,WXSPMF,WSESEF,51.262707262560404,28.766656974326075
h_24,line,69 kV Derivación Guavaberry,WXGAVF,WGUAVF,4.725452446287463,1.0494637310636945
h_24,line,69 kV Hato Mayor 2 – Sabana de la Mar,WHMA2F,WSMARF,0.7518532344068244,8.477480585426484e-05
